param,value,unit,lower,upper,city,latitude,longitude
1 Pair of Jeans (Levis 501 Or Similar),120.0,€,120,120,Viareggio,43.8672392,10.2506055
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",29.99,€,29.99,29.99,Viareggio,43.8672392,10.2506055
1 Pair of Nike Running Shoes (Mid-Range),100.0,€,100,100,Viareggio,43.8672392,10.2506055
Apartment (1 bedroom) in City Centre,600.0,€,,,Viareggio,43.8672392,10.2506055
Apartment (1 bedroom) Outside of Centre,500.0,€,,,Viareggio,43.8672392,10.2506055
Apartment (3 bedrooms) in City Centre,1000.0,€,,,Viareggio,43.8672392,10.2506055
Apartment (3 bedrooms) Outside of Centre,800.0,€,,,Viareggio,43.8672392,10.2506055
Price per Square Feet to Buy Apartment in City Centre,185.8,€,185.8,185.8,Viareggio,43.8672392,10.2506055
Price per Square Feet to Buy Apartment Outside of Centre,167.22,€,,,Viareggio,43.8672392,10.2506055
Average Monthly Net Salary (After Tax),1800.0,€,,,Viareggio,43.8672392,10.2506055
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",1.5,,1.5,1.5,Viareggio,43.8672392,10.2506055
"Meal, Inexpensive Restaurant",15.0,€,12,22,Verona,45.4384958,10.9924122
"Meal for 2 People, Mid-range Restaurant, Three-course",57.0,€,35,80,Verona,45.4384958,10.9924122
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7.6,9,Verona,45.4384958,10.9924122
Domestic Beer (1 pint draught),5.0,€,4,6,Verona,45.4384958,10.9924122
Imported Beer (12 oz small bottle),3.5,€,3,4,Verona,45.4384958,10.9924122
Cappuccino (regular),1.54,€,1.1,2,Verona,45.4384958,10.9924122
Coke/Pepsi (12 oz small bottle),2.75,€,2.5,4,Verona,45.4384958,10.9924122
Water (12 oz small bottle),1.33,€,1,1.5,Verona,45.4384958,10.9924122
"Milk (regular), (1 gallon)",4.32,€,2.46,6.06,Verona,45.4384958,10.9924122
Loaf of Fresh White Bread (1 lb),2.06,€,1.13,2.9,Verona,45.4384958,10.9924122
"Rice (white), (1 lb)",1.11,€,0.59,1.59,Verona,45.4384958,10.9924122
Eggs (regular) (12),2.77,€,1.5,3.6,Verona,45.4384958,10.9924122
Local Cheese (1 lb),5.25,€,2.86,13.61,Verona,45.4384958,10.9924122
Chicken Fillets (1 lb),4.47,€,3.18,5.9,Verona,45.4384958,10.9924122
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),8.75,€,6.8,13.61,Verona,45.4384958,10.9924122
Apples (1 lb),0.81,€,0.45,1.13,Verona,45.4384958,10.9924122
Banana (1 lb),0.74,€,0.5,1.13,Verona,45.4384958,10.9924122
Oranges (1 lb),0.77,€,0.45,1.13,Verona,45.4384958,10.9924122
Tomato (1 lb),1.13,€,0.41,1.54,Verona,45.4384958,10.9924122
Potato (1 lb),0.69,€,0.27,0.91,Verona,45.4384958,10.9924122
Onion (1 lb),0.54,€,0.45,0.77,Verona,45.4384958,10.9924122
Lettuce (1 head),1.1,€,0.8,1.8,Verona,45.4384958,10.9924122
Water (1.5 liter bottle),0.32,€,0.15,0.5,Verona,45.4384958,10.9924122
Bottle of Wine (Mid-Range),5.5,€,3.99,7.5,Verona,45.4384958,10.9924122
Domestic Beer (0.5 liter bottle),1.58,€,1,3,Verona,45.4384958,10.9924122
Imported Beer (12 oz small bottle),1.83,€,1,3,Verona,45.4384958,10.9924122
Cigarettes 20 Pack (Marlboro),6.0,€,5.5,6,Verona,45.4384958,10.9924122
One-way Ticket (Local Transport),1.3,€,1.3,2,Verona,45.4384958,10.9924122
Monthly Pass (Regular Price),37.0,€,30,60,Verona,45.4384958,10.9924122
Taxi Start (Normal Tariff),5.3,€,2.5,7,Verona,45.4384958,10.9924122
Taxi 1 mile (Normal Tariff),2.01,€,1.56,4.02,Verona,45.4384958,10.9924122
Taxi 1hour Waiting (Normal Tariff),25.8,€,25.8,40,Verona,45.4384958,10.9924122
Gasoline (1 gallon),7.52,€,6.62,8.3,Verona,45.4384958,10.9924122
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),23000.0,€,"22,500.00","25,750.00",Verona,45.4384958,10.9924122
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),26875.0,€,"26,000.00","28,000.00",Verona,45.4384958,10.9924122
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",163.31,€,113.33,212.5,Verona,45.4384958,10.9924122
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,10,14.99,Verona,45.4384958,10.9924122
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.75,€,25,30,Verona,45.4384958,10.9924122
"Fitness Club, Monthly Fee for 1 Adult",47.14,€,30,60,Verona,45.4384958,10.9924122
Tennis Court Rent (1 Hour on Weekend),17.33,€,12,25,Verona,45.4384958,10.9924122
"Cinema, International Release, 1 Seat",9.0,€,8,12,Verona,45.4384958,10.9924122
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",578.33,€,450,680,Verona,45.4384958,10.9924122
"International Primary School, Yearly for 1 Child",4000.0,€,"2,500.00","6,000.00",Verona,45.4384958,10.9924122
1 Pair of Jeans (Levis 501 Or Similar),79.38,€,60,100,Verona,45.4384958,10.9924122
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",32.5,€,20,45,Verona,45.4384958,10.9924122
1 Pair of Nike Running Shoes (Mid-Range),99.38,€,70,120,Verona,45.4384958,10.9924122
1 Pair of Men Leather Business Shoes,112.5,€,100,130,Verona,45.4384958,10.9924122
Apartment (1 bedroom) in City Centre,783.33,€,750,800,Verona,45.4384958,10.9924122
Apartment (1 bedroom) Outside of Centre,513.75,€,355,650,Verona,45.4384958,10.9924122
Apartment (3 bedrooms) in City Centre,1450.0,€,"1,050.00","1,800.00",Verona,45.4384958,10.9924122
Apartment (3 bedrooms) Outside of Centre,770.0,€,650,"1,100.00",Verona,45.4384958,10.9924122
Price per Square Feet to Buy Apartment in City Centre,557.41,€,464.51,650.32,Verona,45.4384958,10.9924122
Price per Square Feet to Buy Apartment Outside of Centre,190.45,€,139.35,278.71,Verona,45.4384958,10.9924122
Average Monthly Net Salary (After Tax),1580.0,€,,,Verona,45.4384958,10.9924122
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.51,,1.3,4.9,Verona,45.4384958,10.9924122
"Meal, Inexpensive Restaurant",15.0,€,8,25,Vercelli,45.55538265,8.346283678327271
"Meal for 2 People, Mid-range Restaurant, Three-course",65.0,€,50,85,Vercelli,45.55538265,8.346283678327271
McMeal at McDonalds (or Equivalent Combo Meal),8.0,€,7,15,Vercelli,45.55538265,8.346283678327271
Domestic Beer (1 pint draught),5.0,€,3,6,Vercelli,45.55538265,8.346283678327271
Imported Beer (12 oz small bottle),4.5,€,2.5,5,Vercelli,45.55538265,8.346283678327271
Cappuccino (regular),1.64,€,1.2,2,Vercelli,45.55538265,8.346283678327271
Coke/Pepsi (12 oz small bottle),2.33,€,1.5,3,Vercelli,45.55538265,8.346283678327271
Water (12 oz small bottle),0.96,€,1,2,Vercelli,45.55538265,8.346283678327271
"Milk (regular), (1 gallon)",5.29,€,3.79,7.53,Vercelli,45.55538265,8.346283678327271
Loaf of Fresh White Bread (1 lb),1.54,€,0.68,1.81,Vercelli,45.55538265,8.346283678327271
"Rice (white), (1 lb)",1.16,€,0.59,1.63,Vercelli,45.55538265,8.346283678327271
Eggs (regular) (12),2.8,€,1.39,4,Vercelli,45.55538265,8.346283678327271
Local Cheese (1 lb),5.1,€,1.81,7.26,Vercelli,45.55538265,8.346283678327271
Chicken Fillets (1 lb),4.08,€,2.04,7.26,Vercelli,45.55538265,8.346283678327271
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.49,€,3.18,8.16,Vercelli,45.55538265,8.346283678327271
Apples (1 lb),0.81,€,0.44,1.36,Vercelli,45.55538265,8.346283678327271
Banana (1 lb),0.93,€,0.63,1.54,Vercelli,45.55538265,8.346283678327271
Oranges (1 lb),1.06,€,0.45,1.88,Vercelli,45.55538265,8.346283678327271
Tomato (1 lb),0.98,€,0.59,2.27,Vercelli,45.55538265,8.346283678327271
Potato (1 lb),0.65,€,0.27,0.91,Vercelli,45.55538265,8.346283678327271
Onion (1 lb),0.67,€,0.41,1.13,Vercelli,45.55538265,8.346283678327271
Lettuce (1 head),0.7,€,0.4,1.4,Vercelli,45.55538265,8.346283678327271
Water (1.5 liter bottle),0.31,€,0.15,1,Vercelli,45.55538265,8.346283678327271
Bottle of Wine (Mid-Range),6.5,€,3.85,7.2,Vercelli,45.55538265,8.346283678327271
Domestic Beer (0.5 liter bottle),2.27,€,1,3,Vercelli,45.55538265,8.346283678327271
Imported Beer (12 oz small bottle),2.9,€,0.9,3.6,Vercelli,45.55538265,8.346283678327271
Cigarettes 20 Pack (Marlboro),5.7,€,5,6,Vercelli,45.55538265,8.346283678327271
One-way Ticket (Local Transport),1.0,€,1,1.5,Vercelli,45.55538265,8.346283678327271
Monthly Pass (Regular Price),30.0,€,,,Vercelli,45.55538265,8.346283678327271
Taxi Start (Normal Tariff),5.0,€,5,6,Vercelli,45.55538265,8.346283678327271
Taxi 1 mile (Normal Tariff),1.61,€,1.45,3.22,Vercelli,45.55538265,8.346283678327271
Taxi 1hour Waiting (Normal Tariff),24.5,€,24,50,Vercelli,45.55538265,8.346283678327271
Gasoline (1 gallon),7.36,€,6.44,8.3,Vercelli,45.55538265,8.346283678327271
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),25000.0,€,"25,000.00","28,000.00",Vercelli,45.55538265,8.346283678327271
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),27000.0,€,"27,000.00","28,000.00",Vercelli,45.55538265,8.346283678327271
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",146.09,€,60,170,Vercelli,45.55538265,8.346283678327271
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Vercelli,45.55538265,8.346283678327271
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",28.33,€,19,33,Vercelli,45.55538265,8.346283678327271
"Fitness Club, Monthly Fee for 1 Adult",55.0,€,40,70,Vercelli,45.55538265,8.346283678327271
Tennis Court Rent (1 Hour on Weekend),22.5,€,20,25,Vercelli,45.55538265,8.346283678327271
"Cinema, International Release, 1 Seat",8.0,€,8,11,Vercelli,45.55538265,8.346283678327271
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",500.0,€,500,700,Vercelli,45.55538265,8.346283678327271
"International Primary School, Yearly for 1 Child",11875.0,€,"11,000.00","13,000.00",Vercelli,45.55538265,8.346283678327271
1 Pair of Jeans (Levis 501 Or Similar),80.33,€,30,100,Vercelli,45.55538265,8.346283678327271
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",35.0,€,15,50,Vercelli,45.55538265,8.346283678327271
1 Pair of Nike Running Shoes (Mid-Range),88.75,€,50,100,Vercelli,45.55538265,8.346283678327271
1 Pair of Men Leather Business Shoes,96.67,€,50,130,Vercelli,45.55538265,8.346283678327271
Apartment (1 bedroom) in City Centre,366.67,€,300,500,Vercelli,45.55538265,8.346283678327271
Apartment (1 bedroom) Outside of Centre,300.0,€,,,Vercelli,45.55538265,8.346283678327271
Apartment (3 bedrooms) in City Centre,550.0,€,500,650,Vercelli,45.55538265,8.346283678327271
Apartment (3 bedrooms) Outside of Centre,500.0,€,,,Vercelli,45.55538265,8.346283678327271
Price per Square Feet to Buy Apartment in City Centre,148.64,€,111.48,185.8,Vercelli,45.55538265,8.346283678327271
Price per Square Feet to Buy Apartment Outside of Centre,116.13,€,92.9,139.35,Vercelli,45.55538265,8.346283678327271
Average Monthly Net Salary (After Tax),1750.0,€,,,Vercelli,45.55538265,8.346283678327271
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.5,,1.59,4.9,Vercelli,45.55538265,8.346283678327271
"Milk (regular), (1 gallon)",6.4,€,,,Verbania,45.9344082,8.5580062
Loaf of Fresh White Bread (1 lb),1.76,€,,,Verbania,45.9344082,8.5580062
"Rice (white), (1 lb)",2.22,€,,,Verbania,45.9344082,8.5580062
Eggs (regular) (12),5.38,€,,,Verbania,45.9344082,8.5580062
Chicken Fillets (1 lb),6.53,€,,,Verbania,45.9344082,8.5580062
Apples (1 lb),0.98,€,,,Verbania,45.9344082,8.5580062
Banana (1 lb),0.9,€,,,Verbania,45.9344082,8.5580062
Oranges (1 lb),1.26,€,,,Verbania,45.9344082,8.5580062
Tomato (1 lb),1.58,€,,,Verbania,45.9344082,8.5580062
Potato (1 lb),0.9,€,,,Verbania,45.9344082,8.5580062
Onion (1 lb),0.54,€,,,Verbania,45.9344082,8.5580062
Lettuce (1 head),1.37,€,,,Verbania,45.9344082,8.5580062
Water (1.5 liter bottle),0.59,€,,,Verbania,45.9344082,8.5580062
Bottle of Wine (Mid-Range),8.0,€,,,Verbania,45.9344082,8.5580062
Domestic Beer (0.5 liter bottle),1.1,€,,,Verbania,45.9344082,8.5580062
One-way Ticket (Local Transport),2.1,€,,,Verbania,45.9344082,8.5580062
Monthly Pass (Regular Price),51.0,€,,,Verbania,45.9344082,8.5580062
"Meal, Inexpensive Restaurant",13.0,€,10,25,Ventimiglia,43.7917623,7.6033131
"Meal for 2 People, Mid-range Restaurant, Three-course",50.0,€,40,80,Ventimiglia,43.7917623,7.6033131
McMeal at McDonalds (or Equivalent Combo Meal),10.5,€,9,12,Ventimiglia,43.7917623,7.6033131
Domestic Beer (1 pint draught),4.5,€,3,5.5,Ventimiglia,43.7917623,7.6033131
Imported Beer (12 oz small bottle),3.0,€,2.5,3.5,Ventimiglia,43.7917623,7.6033131
Cappuccino (regular),1.43,€,1.3,1.5,Ventimiglia,43.7917623,7.6033131
Coke/Pepsi (12 oz small bottle),2.75,€,2,3.5,Ventimiglia,43.7917623,7.6033131
Water (12 oz small bottle),1.25,€,1,2,Ventimiglia,43.7917623,7.6033131
"Milk (regular), (1 gallon)",5.29,€,2.84,7.15,Ventimiglia,43.7917623,7.6033131
Loaf of Fresh White Bread (1 lb),1.52,€,0.68,1.63,Ventimiglia,43.7917623,7.6033131
"Rice (white), (1 lb)",0.86,€,0.52,0.91,Ventimiglia,43.7917623,7.6033131
Eggs (regular) (12),2.8,€,1.39,4.18,Ventimiglia,43.7917623,7.6033131
Local Cheese (1 lb),8.62,€,3.31,8.62,Ventimiglia,43.7917623,7.6033131
Chicken Fillets (1 lb),4.08,€,2.04,5.44,Ventimiglia,43.7917623,7.6033131
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),6.49,€,4.51,8.85,Ventimiglia,43.7917623,7.6033131
Apples (1 lb),0.9,€,0.45,1.36,Ventimiglia,43.7917623,7.6033131
Banana (1 lb),0.68,€,0.63,0.68,Ventimiglia,43.7917623,7.6033131
Oranges (1 lb),0.72,€,0.72,1.81,Ventimiglia,43.7917623,7.6033131
Tomato (1 lb),0.9,€,0.59,1.36,Ventimiglia,43.7917623,7.6033131
Potato (1 lb),0.41,€,0.41,0.91,Ventimiglia,43.7917623,7.6033131
Onion (1 lb),0.45,€,0.45,0.91,Ventimiglia,43.7917623,7.6033131
Lettuce (1 head),0.9,€,0.9,1,Ventimiglia,43.7917623,7.6033131
Water (1.5 liter bottle),0.35,€,0.23,0.5,Ventimiglia,43.7917623,7.6033131
Bottle of Wine (Mid-Range),6.0,€,3,7,Ventimiglia,43.7917623,7.6033131
Domestic Beer (0.5 liter bottle),1.8,€,1.8,1.8,Ventimiglia,43.7917623,7.6033131
Imported Beer (12 oz small bottle),1.6,€,1.2,5,Ventimiglia,43.7917623,7.6033131
Cigarettes 20 Pack (Marlboro),5.5,€,5.5,5.5,Ventimiglia,43.7917623,7.6033131
One-way Ticket (Local Transport),2.5,€,,,Ventimiglia,43.7917623,7.6033131
Monthly Pass (Regular Price),54.0,€,,,Ventimiglia,43.7917623,7.6033131
Taxi Start (Normal Tariff),3.6,€,3.6,3.6,Ventimiglia,43.7917623,7.6033131
Taxi 1 mile (Normal Tariff),3.38,€,3.38,3.38,Ventimiglia,43.7917623,7.6033131
Gasoline (1 gallon),7.44,€,6.44,8.3,Ventimiglia,43.7917623,7.6033131
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),26500.0,€,"25,000.00","34,000.00",Ventimiglia,43.7917623,7.6033131
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),27000.0,€,"27,000.00","27,000.00",Ventimiglia,43.7917623,7.6033131
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",160.0,€,60,160,Ventimiglia,43.7917623,7.6033131
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",24.33,€,19,29,Ventimiglia,43.7917623,7.6033131
"Fitness Club, Monthly Fee for 1 Adult",70.0,€,,,Ventimiglia,43.7917623,7.6033131
"Cinema, International Release, 1 Seat",8.0,€,8,11,Ventimiglia,43.7917623,7.6033131
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",300.0,€,300,300,Ventimiglia,43.7917623,7.6033131
1 Pair of Jeans (Levis 501 Or Similar),95.0,€,70,100,Ventimiglia,43.7917623,7.6033131
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",29.99,€,29.99,90,Ventimiglia,43.7917623,7.6033131
1 Pair of Nike Running Shoes (Mid-Range),100.0,€,50,100,Ventimiglia,43.7917623,7.6033131
1 Pair of Men Leather Business Shoes,91.67,€,40,180,Ventimiglia,43.7917623,7.6033131
Apartment (1 bedroom) in City Centre,500.0,€,,,Ventimiglia,43.7917623,7.6033131
Apartment (1 bedroom) Outside of Centre,350.0,€,,,Ventimiglia,43.7917623,7.6033131
Apartment (3 bedrooms) in City Centre,800.0,€,,,Ventimiglia,43.7917623,7.6033131
Apartment (3 bedrooms) Outside of Centre,600.0,€,,,Ventimiglia,43.7917623,7.6033131
Price per Square Feet to Buy Apartment in City Centre,204.38,€,,,Ventimiglia,43.7917623,7.6033131
Price per Square Feet to Buy Apartment Outside of Centre,185.8,€,,,Ventimiglia,43.7917623,7.6033131
Average Monthly Net Salary (After Tax),1550.0,€,,,Ventimiglia,43.7917623,7.6033131
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.5,,1.39,4.9,Ventimiglia,43.7917623,7.6033131
"Meal, Inexpensive Restaurant",15.0,€,10,20,Venice,45.4371908,12.3345898
"Meal for 2 People, Mid-range Restaurant, Three-course",60.0,€,50,100,Venice,45.4371908,12.3345898
McMeal at McDonalds (or Equivalent Combo Meal),9.0,€,8,12,Venice,45.4371908,12.3345898
Domestic Beer (1 pint draught),5.0,€,3,7,Venice,45.4371908,12.3345898
Imported Beer (12 oz small bottle),4.0,€,4,5.5,Venice,45.4371908,12.3345898
Cappuccino (regular),1.62,€,1.2,2.5,Venice,45.4371908,12.3345898
Coke/Pepsi (12 oz small bottle),2.88,€,2.5,4,Venice,45.4371908,12.3345898
Water (12 oz small bottle),1.16,€,1,1.56,Venice,45.4371908,12.3345898
"Milk (regular), (1 gallon)",4.09,€,3.03,6.06,Venice,45.4371908,12.3345898
Loaf of Fresh White Bread (1 lb),1.96,€,1.59,4.54,Venice,45.4371908,12.3345898
"Rice (white), (1 lb)",0.79,€,0.45,1.32,Venice,45.4371908,12.3345898
Eggs (regular) (12),2.9,€,1.8,5.8,Venice,45.4371908,12.3345898
Local Cheese (1 lb),5.74,€,4.08,7.67,Venice,45.4371908,12.3345898
Chicken Fillets (1 lb),4.31,€,3.13,5.9,Venice,45.4371908,12.3345898
Beef Round (1 lb) (or Equivalent Back Leg Red Meat),7.03,€,5.44,11.34,Venice,45.4371908,12.3345898
Apples (1 lb),0.96,€,0.45,1.59,Venice,45.4371908,12.3345898
Banana (1 lb),0.8,€,0.68,1.36,Venice,45.4371908,12.3345898
Oranges (1 lb),0.88,€,0.5,1.59,Venice,45.4371908,12.3345898
Tomato (1 lb),1.02,€,0.73,2.27,Venice,45.4371908,12.3345898
Potato (1 lb),0.48,€,0.29,1.36,Venice,45.4371908,12.3345898
Onion (1 lb),0.53,€,0.45,1.13,Venice,45.4371908,12.3345898
Lettuce (1 head),0.8,€,0.5,2,Venice,45.4371908,12.3345898
Water (1.5 liter bottle),0.35,€,0.15,1,Venice,45.4371908,12.3345898
Bottle of Wine (Mid-Range),5.5,€,4,10,Venice,45.4371908,12.3345898
Domestic Beer (0.5 liter bottle),1.41,€,1,3,Venice,45.4371908,12.3345898
Imported Beer (12 oz small bottle),1.1,€,0.7,4,Venice,45.4371908,12.3345898
Cigarettes 20 Pack (Marlboro),5.7,€,5,6,Venice,45.4371908,12.3345898
One-way Ticket (Local Transport),1.5,€,1.4,3,Venice,45.4371908,12.3345898
Monthly Pass (Regular Price),37.0,€,30,45,Venice,45.4371908,12.3345898
Taxi Start (Normal Tariff),3.2,€,3.2,10,Venice,45.4371908,12.3345898
Taxi 1 mile (Normal Tariff),2.54,€,2.54,3.7,Venice,45.4371908,12.3345898
Taxi 1hour Waiting (Normal Tariff),31.8,€,31.8,62,Venice,45.4371908,12.3345898
Gasoline (1 gallon),7.24,€,6.44,8.3,Venice,45.4371908,12.3345898
Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),24000.0,€,"18,000.00","25,000.00",Venice,45.4371908,12.3345898
Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),25000.0,€,"20,000.00","35,000.00",Venice,45.4371908,12.3345898
"Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment",237.92,€,200,450,Venice,45.4371908,12.3345898
Mobile Phone Monthly Plan with Calls and 10GB+ Data,14.99,€,14.99,14.99,Venice,45.4371908,12.3345898
"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",25.83,€,25,30,Venice,45.4371908,12.3345898
"Fitness Club, Monthly Fee for 1 Adult",65.0,€,50,70,Venice,45.4371908,12.3345898
Tennis Court Rent (1 Hour on Weekend),18.5,€,12,25,Venice,45.4371908,12.3345898
"Cinema, International Release, 1 Seat",7.25,€,6,15,Venice,45.4371908,12.3345898
"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",450.0,€,350,550,Venice,45.4371908,12.3345898
"International Primary School, Yearly for 1 Child",3800.0,€,"3,800.00","27,000.00",Venice,45.4371908,12.3345898
1 Pair of Jeans (Levis 501 Or Similar),65.33,€,40,110,Venice,45.4371908,12.3345898
"1 Summer Dress in a Chain Store (Zara, H&M, ...)",34.86,€,20,80,Venice,45.4371908,12.3345898
1 Pair of Nike Running Shoes (Mid-Range),75.0,€,50,135,Venice,45.4371908,12.3345898
1 Pair of Men Leather Business Shoes,103.75,€,70,180,Venice,45.4371908,12.3345898
Apartment (1 bedroom) in City Centre,650.0,€,600,"1,000.00",Venice,45.4371908,12.3345898
Apartment (1 bedroom) Outside of Centre,512.5,€,500,850,Venice,45.4371908,12.3345898
Apartment (3 bedrooms) in City Centre,1887.5,€,"1,200.00","2,500.00",Venice,45.4371908,12.3345898
Apartment (3 bedrooms) Outside of Centre,1125.0,€,900,"1,600.00",Venice,45.4371908,12.3345898
Price per Square Feet to Buy Apartment in City Centre,394.25,€,232.26,557.41,Venice,45.4371908,12.3345898
Price per Square Feet to Buy Apartment Outside of Centre,221.8,€,167.22,269.42,Venice,45.4371908,12.3345898
Average Monthly Net Salary (After Tax),1550.0,€,,,Venice,45.4371908,12.3345898
"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.65,,1.1,4.9,Venice,45.4371908,12.3345898
